celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo
(11) 99947-7213;22/07/2025;08:45:00;Metrô Brigadeiro;-23.569.713.747.272.900;-4.664.479.708.113.470;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;427.1;móveis;39;Masculino
(11) 93626-7306;22/07/2025;08:45:00;Metrô Consolação;-2.355.554.295.978.660;-4.666.182.699.238.140;Android;Samsung S21;Sim;15/07/2025;Desconto;321.13;outros;18;Masculino
(71) 97989-2926;22/07/2025;13:00:00;Ponto de ônibus Pamplona;-23.567.469.402.908.300;-4.664.866.733.051.070;Android;Xiaomi Redmi Note 11;Sim;22/06/2025;Desconto;329.67;restaurante;46;Feminino
(11) 95029-2200;22/07/2025;09:15:00;Shopping Pátio Paulista;-23.570.331.099.504.700;-46.645.687.068.628.700;Android;Samsung Galaxy A52;Sim;27/06/2025;Produto;385.22;esportivo;37;Masculino
(11) 95015-6884;22/07/2025;15:00:00;Ponto de ônibus Augusta;-23.558.356.350.692.000;-4.665.892.190.460.530;Android;Samsung Galaxy A52;Sim;26/06/2025;Desconto;148.1;restaurante;56;Masculino
(11) 93851-6915;22/07/2025;13:30:00;Metrô Trianon-Masp;-2.356.405.559.636.370;-4.665.674.113.058.960;iPhone;iPhone 13;Sim;19/07/2025;Produto;226.08;esportivo;64;Outro
(11) 96480-4725;22/07/2025;12:15:00;MASP;-23.561.382.140.219.900;-4.665.576.866.428.010;iPhone;iPhone 13;Sim;22/06/2025;Desconto;269.96;restaurante;48;Masculino
(11) 97243-5502;22/07/2025;17:15:00;MASP;-23.561.197.531.788.300;-4.665.581.479.791.380;Android;Samsung S21;Sim;09/07/2025;Cashback;25.45;esportivo;47;Masculino
(11) 95719-9116;22/07/2025;17:30:00;Shopping Pátio Paulista;-235.705.250.108.135;-4.664.553.113.771.600;Android;Samsung S21;Sim;27/06/2025;Cashback;492.88;esportivo;29;Feminino
(11) 94348-3604;22/07/2025;12:30:00;Esquina Av. Consolação;-2.355.741.589.048.990;-4.665.997.975.017.780;iPhone;iPhone 14 Pro;Sim;21/07/2025;Cashback;86.46;restaurante;57;Outro
(11) 94762-5826;22/07/2025;10:15:00;Shopping Pátio Paulista;-23.570.552.433.577.800;-4.664.551.408.277.700;Android;Realme C35;Sim;11/07/2025;Cashback;44.98;farmácia;36;Outro
(11) 91965-7013;22/07/2025;12:00:00;Shopping Cidade São Paulo;-23.563.198.583.433.200;-4.665.208.815.225.910;Android;Realme C35;Sim;08/07/2025;Produto;197.12;mercado express;38;Feminino
(11) 96013-7543;22/07/2025;13:30:00;MASP;-23.561.130.829.946.600;-46.655.837.942.613.600;Android;Motorola G60;Sim;03/07/2025;Desconto;425.24;farmácia;31;Outro
(11) 95608-8519;22/07/2025;14:30:00;Metrô Consolação;-23.555.872.441.884.200;-4.666.198.381.944.630;Android;Motorola G60;Sim;13/07/2025;Cashback;236.47;esportivo;66;Feminino
(11) 98228-7208;22/07/2025;17:30:00;Shopping Pátio Paulista;-23.570.962.370.135.800;-4.664.551.491.372.260;iPhone;iPhone 13;Sim;04/07/2025;Desconto;118.05;outros;55;Outro
(11) 98106-2174;22/07/2025;18:45:00;Esquina Av. Consolação;-2.355.756.878.633.070;-4.665.975.633.403.930;Android;Realme C35;Sim;06/07/2025;Produto;177.21;mercado express;19;Masculino
(11) 91459-6848;22/07/2025;17:30:00;Ponto de ônibus Pamplona;-23.567.565.235.181.400;-4.664.830.821.088.120;Android;Samsung Galaxy A52;Sim;11/07/2025;Produto;208.79;móveis;43;Masculino
(11) 93508-5997;22/07/2025;10:15:00;Metrô Brigadeiro;-23.570.167.629.908.400;-4.664.520.214.398.320;iPhone;iPhone 11;Sim;10/07/2025;Desconto;38.38;móveis;64;Feminino
(11) 97239-9260;22/07/2025;19:30:00;Esquina Av. Consolação;-23.557.695.747.270.700;-46.659.612.768.882.200;Android;Motorola G60;Sim;19/07/2025;Cashback;136.11;outros;32;Feminino
(11) 96234-8769;22/07/2025;08:00:00;Ponto de ônibus Pamplona;-2.356.752.764.885.600;-46.648.580.279.588.500;iPhone;iPhone 13;Sim;30/06/2025;Produto;54.64;outros;48;Outro
(11) 91811-1797;22/07/2025;07:00:00;Metrô Trianon-Masp;-23.564.004.980.163.400;-4.665.653.824.730.510;iPhone;iPhone 13;Sim;12/07/2025;Produto;51.56;esportivo;16;Outro
(11) 93233-8778;22/07/2025;07:15:00;Shopping Cidade São Paulo;-23.563.136.088.782.000;-466.522.318.404.834;Android;Samsung S21;Sim;28/06/2025;Desconto;200.57;outros;47;Feminino
(11) 99043-4714;22/07/2025;17:15:00;Shopping Pátio Paulista;-2.357.044.335.429.080;-4.664.558.286.189.680;iPhone;iPhone 13;Sim;26/06/2025;Produto;65.24;farmácia;28;Outro
(11) 95938-2911;22/07/2025;14:15:00;Ponto de ônibus Augusta;-23.558.388.098.258.300;-4.665.924.229.301.420;Android;Motorola G60;Sim;17/07/2025;Cashback;280.79;móveis;42;Feminino
(11) 95974-1708;22/07/2025;12:45:00;Esquina Rua da Paz;-2.356.249.481.114.560;-4.664.997.100.054.980;iPhone;iPhone 13;Sim;10/07/2025;Produto;448.5;restaurante;56;Masculino
(11) 96213-2522;22/07/2025;17:00:00;Metrô Consolação;-2.355.606.400.613.380;-4.666.176.453.118.920;Android;Xiaomi Redmi Note 11;Sim;09/07/2025;Produto;468.42;mercado express;18;Feminino
(11) 96248-3833;22/07/2025;17:15:00;Shopping Cidade São Paulo;-2.356.304.093.611.310;-4.665.254.159.341.700;iPhone;iPhone SE;Sim;27/06/2025;Cashback;376.59;móveis;49;Masculino
(11) 94487-5613;22/07/2025;21:45:00;Esquina Av. Consolação;-235.577.782.728.952;-46.659.850.307.454.400;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Produto;202.52;mercado express;47;Outro
(11) 99005-9418;22/07/2025;07:15:00;MASP;-2.356.119.106.036.700;-4.665.587.840.136.580;iPhone;iPhone 14 Pro;Sim;04/07/2025;Desconto;191.73;outros;26;Masculino
(11) 93100-8609;22/07/2025;12:30:00;Metrô Trianon-Masp;-235.639.869.178.049;-4.665.640.236.039.350;iPhone;iPhone 14 Pro;Sim;04/07/2025;Cashback;161.9;móveis;61;Feminino
(11) 91815-6995;22/07/2025;10:45:00;Ponto de ônibus Pamplona;-23.567.540.928.831.200;-4.664.848.527.850.330;iPhone;iPhone 13;Sim;29/06/2025;Cashback;468.58;móveis;51;Feminino
(11) 96492-5722;22/07/2025;17:30:00;Ponto de ônibus Pamplona;-23.567.545.508.429.400;-46.648.649.281.401.800;Android;Realme C35;Sim;13/07/2025;Cashback;36.85;móveis;70;Feminino
(11) 91501-4058;22/07/2025;15:45:00;Ponto de ônibus Pamplona;-23.567.802.765.563.100;-46.648.674.245.221.200;Android;Realme C35;Sim;11/07/2025;Desconto;89.3;outros;47;Outro
(11) 93117-8046;22/07/2025;06:15:00;Metrô Consolação;-23.555.539.842.826.500;-46.661.292.602.515.100;Android;Samsung Galaxy A52;Sim;04/07/2025;Cashback;99.37;outros;44;Masculino
(11) 99837-8694;22/07/2025;20:00:00;Esquina Rua da Paz;-23.562.715.550.874.700;-46.649.852.117.259.300;Android;Realme C35;Sim;02/07/2025;Cashback;377.86;eletrodoméstico;22;Feminino
(11) 93563-9912;22/07/2025;14:15:00;Metrô Consolação;-23.555.819.057.965.500;-4.666.131.337.791.400;Android;Motorola G60;Sim;24/06/2025;Produto;183.72;móveis;55;Outro
(11) 94093-2719;22/07/2025;15:45:00;Esquina Rua da Paz;-2.356.245.954.176.610;-46.650.296.731.055.300;Android;Realme C35;Sim;10/07/2025;Produto;436.64;restaurante;64;Masculino
(31) 92020-6644;22/07/2025;09:00:00;Metrô Consolação;-2.355.574.184.198.190;-4.666.167.857.191.260;Android;Samsung Galaxy A52;Sim;02/07/2025;Produto;453.38;mercado express;48;Outro
(11) 96611-4880;22/07/2025;18:30:00;Ponto de ônibus Augusta;-2.355.856.024.695.710;-466.591.262.499.815;Android;Samsung S21;Sim;09/07/2025;Desconto;77.46;vestuário;43;Feminino
(11) 99946-3336;22/07/2025;21:15:00;Ponto de ônibus Augusta;-2.355.865.833.732.510;-4.665.894.141.487.790;Android;Samsung Galaxy A52;Sim;05/07/2025;Desconto;140.83;farmácia;28;Outro
(11) 92637-4371;22/07/2025;09:30:00;Ponto de ônibus Pamplona;-235.674.260.235.436;-4.664.851.875.118.810;Android;Xiaomi Redmi Note 11;Sim;08/07/2025;Produto;259.4;farmácia;64;Masculino
(11) 96537-4061;22/07/2025;18:15:00;Ponto de ônibus Pamplona;-2.356.754.847.260.310;-4.664.863.800.101.830;Android;Samsung S21;Sim;29/06/2025;Desconto;29.46;móveis;38;Feminino
(11) 92056-9275;22/07/2025;13:00:00;Shopping Cidade São Paulo;-23.563.226.132.764.800;-466.521.807.243.623;Android;Xiaomi Redmi Note 11;Sim;18/07/2025;Cashback;104.39;vestuário;36;Masculino
(11) 95293-4955;22/07/2025;12:00:00;Shopping Cidade São Paulo;-23.562.834.730.509.900;-4.665.227.522.812.990;Android;Motorola G60;Sim;12/07/2025;Cashback;28.44;outros;40;Feminino
(11) 99080-5329;22/07/2025;07:45:00;MASP;-23.561.323.551.489.000;-46.656.000.614.677.900;Android;Realme C35;Sim;17/07/2025;Produto;335.26;mercado express;57;Feminino
(11) 92363-1347;22/07/2025;20:45:00;Shopping Cidade São Paulo;-2.356.306.483.628.120;-46.652.332.895.748.200;Android;Xiaomi Redmi Note 11;Sim;27/06/2025;Desconto;213.31;móveis;19;Masculino
(11) 91580-3784;22/07/2025;13:30:00;Shopping Cidade São Paulo;-23.563.208.652.670.300;-4.665.241.849.005.140;Android;Realme C35;Sim;08/07/2025;Cashback;196.88;eletrodoméstico;28;Masculino
(11) 91462-6923;22/07/2025;07:30:00;Metrô Brigadeiro;-23.569.795.612.066.100;-4.664.502.995.736.270;iPhone;iPhone 13;Sim;02/07/2025;Desconto;322.28;móveis;18;Feminino
(11) 98709-9637;22/07/2025;09:45:00;Esquina Av. Consolação;-23.557.693.168.439.200;-4.666.018.195.876.350;Android;Samsung Galaxy A52;Sim;13/07/2025;Produto;450.09;outros;23;Feminino
(11) 93669-7347;22/07/2025;17:00:00;Shopping Pátio Paulista;-23.570.507.497.599.100;-4.664.563.208.346.550;Android;Motorola G60;Sim;21/07/2025;Produto;52.62;móveis;34;Masculino
(11) 98187-4355;22/07/2025;18:15:00;Metrô Brigadeiro;-23.569.712.173.098.300;-4.664.497.330.817.100;Android;Motorola G60;Sim;03/07/2025;Cashback;23.06;móveis;49;Feminino
(11) 93810-6298;22/07/2025;15:15:00;Esquina Av. Consolação;-2.355.771.887.413.670;-46.659.885.795.556.700;Android;Motorola G60;Sim;25/06/2025;Produto;361.81;farmácia;63;Outro
(11) 99859-4236;22/07/2025;13:00:00;Shopping Cidade São Paulo;-23.563.329.037.059.900;-46.652.096.313.584.900;Android;Samsung Galaxy A52;Sim;01/07/2025;Produto;475.35;móveis;40;Masculino
(11) 93110-2001;22/07/2025;12:30:00;Metrô Brigadeiro;-23.570.004.134.619.700;-4.664.523.935.365.700;iPhone;iPhone 14 Pro;Sim;11/07/2025;Cashback;383.84;outros;24;Feminino
(11) 92759-2499;22/07/2025;12:15:00;Ponto de ônibus Pamplona;-2.356.729.504.307.280;-4.664.836.625.976.550;Android;Samsung Galaxy A52;Sim;16/07/2025;Cashback;439.39;farmácia;65;Outro
(11) 96583-3895;22/07/2025;16:00:00;Esquina Av. Consolação;-23.557.814.127.160.900;-4.666.029.256.200.610;Android;Motorola G60;Sim;10/07/2025;Produto;252.09;esportivo;16;Outro
(11) 96379-7285;22/07/2025;20:45:00;Ponto de ônibus Pamplona;-23.567.532.514.813.800;-4.664.878.119.900.000;Android;Motorola G60;Sim;13/07/2025;Produto;405.01;farmácia;49;Feminino
(11) 95033-5288;22/07/2025;18:15:00;Esquina Av. Consolação;-2.355.724.383.067.690;-46.659.881.117.487.600;Android;Samsung S21;Sim;05/07/2025;Produto;271.94;eletrodoméstico;41;Outro
(11) 93343-4605;22/07/2025;12:30:00;Shopping Pátio Paulista;-23.570.470.652.287.400;-4.664.571.211.096.930;Android;Realme C35;Sim;12/07/2025;Desconto;297.5;móveis;52;Masculino
(11) 91360-4883;22/07/2025;09:15:00;Metrô Consolação;-23.555.906.545.802.400;-46.661.570.461.810.000;iPhone;iPhone 12;Sim;27/06/2025;Cashback;53.78;móveis;54;Masculino
(11) 94563-4858;22/07/2025;18:00:00;Shopping Pátio Paulista;-2.357.058.117.092.390;-4.664.583.373.939.840;Android;Samsung Galaxy A52;Sim;20/07/2025;Cashback;273.45;móveis;58;Masculino
(11) 94324-9613;22/07/2025;22:00:00;Esquina Av. Consolação;-2.355.727.002.217.940;-46.660.420.842.339.600;Android;Samsung S21;Sim;10/07/2025;Cashback;232.71;mercado express;63;Outro
(21) 95912-9778;22/07/2025;12:30:00;MASP;-2.356.136.831.725.150;-4.665.549.661.365.680;iPhone;iPhone 11;Sim;11/07/2025;Desconto;58.62;eletrodoméstico;54;Feminino
(11) 94826-3332;22/07/2025;18:00:00;Metrô Consolação;-23.555.827.134.708.300;-466.618.030.568.572;Android;Samsung Galaxy A52;Sim;30/06/2025;Desconto;230.08;vestuário;50;Feminino
(11) 98748-7708;22/07/2025;15:45:00;Metrô Brigadeiro;-2.357.027.271.288.140;-466.449.280.394.823;Android;Samsung S21;Sim;09/07/2025;Desconto;145.01;restaurante;46;Feminino
(11) 94074-7423;22/07/2025;09:45:00;Esquina Av. Consolação;-23.557.204.927.817.900;-46.659.846.251.512;iPhone;iPhone 11;Sim;03/07/2025;Cashback;176.29;vestuário;67;Masculino
(11) 96214-3921;22/07/2025;15:00:00;Esquina Av. Consolação;-2.355.766.905.426.420;-46.660.081.296.459.100;Android;Motorola G60;Sim;09/07/2025;Produto;193.14;vestuário;66;Feminino
(31) 94288-6037;22/07/2025;13:30:00;Ponto de ônibus Augusta;-23.558.670.890.601.900;-46.658.926.099.297.000;Android;Motorola G60;Sim;01/07/2025;Produto;49.57;esportivo;27;Masculino
(11) 96914-4881;22/07/2025;10:45:00;Shopping Pátio Paulista;-23.570.615.937.703.900;-46.645.405.872.341.700;Android;Realme C35;Sim;13/07/2025;Produto;493.37;móveis;43;Outro
(41) 93475-9797;22/07/2025;17:15:00;Ponto de ônibus Pamplona;-23.567.339.838.461.200;-466.484.007.979.636;Android;Samsung S21;Sim;27/06/2025;Produto;433.17;móveis;37;Masculino
(11) 91280-1029;22/07/2025;08:00:00;Metrô Brigadeiro;-23.569.708.651.148.600;-46.644.850.632.686.300;Android;Motorola G60;Sim;11/07/2025;Cashback;102.27;vestuário;64;Masculino
(11) 93047-9549;22/07/2025;18:45:00;MASP;-23.561.466.355.151.900;-46.656.009.777.131.200;iPhone;iPhone 12;Sim;11/07/2025;Produto;286.03;eletrodoméstico;19;Outro
(11) 96188-6148;22/07/2025;08:45:00;Shopping Pátio Paulista;-2.357.064.676.478.780;-46.645.713.121.328.200;iPhone;iPhone 11;Sim;29/06/2025;Desconto;51.46;outros;27;Outro
(61) 96196-9850;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.797.581.571.700;-4.664.484.700.108.840;iPhone;iPhone 12;Sim;16/07/2025;Cashback;264.5;móveis;45;Masculino
(11) 99960-9281;22/07/2025;18:30:00;Ponto de ônibus Pamplona;-2.356.748.449.160.130;-4.664.830.984.450.670;Android;Realme C35;Sim;14/07/2025;Cashback;421.38;outros;63;Feminino
(41) 98186-9334;22/07/2025;20:30:00;Ponto de ônibus Augusta;-23.558.484.860.392.900;-4.665.901.017.739.700;Android;Samsung S21;Sim;30/06/2025;Produto;20.73;mercado express;53;Outro
(11) 97044-6669;22/07/2025;08:30:00;MASP;-23.561.547.351.041.300;-4.665.565.427.338.780;iPhone;iPhone SE;Sim;07/07/2025;Cashback;198.53;farmácia;46;Feminino
(11) 92274-8127;22/07/2025;09:45:00;Metrô Consolação;-23.556.005.742.590.800;-4.666.158.030.548.210;Android;Motorola G60;Sim;19/07/2025;Cashback;58.86;móveis;29;Feminino
(41) 98265-9897;22/07/2025;14:00:00;MASP;-23.561.204.691.811.700;-4.665.589.553.575.900;Android;Motorola G60;Sim;26/06/2025;Cashback;323.85;mercado express;45;Feminino
(11) 95853-4432;22/07/2025;18:00:00;Ponto de ônibus Augusta;-23.558.244.639.822.100;-46.659.070.215.462.700;Android;Xiaomi Redmi Note 11;Sim;24/06/2025;Cashback;179.26;eletrodoméstico;32;Outro
(11) 98654-4912;22/07/2025;20:15:00;Metrô Consolação;-23.555.633.286.392.600;-4.666.143.620.807.740;Android;Samsung S21;Sim;22/06/2025;Cashback;407.57;mercado express;36;Outro
(11) 92959-7716;22/07/2025;18:45:00;Esquina Rua da Paz;-23.562.554.903.041.300;-46.650.317.602.131.000;Android;Realme C35;Sim;27/06/2025;Cashback;34.19;esportivo;70;Outro
(11) 97016-6271;22/07/2025;12:30:00;Esquina Rua da Paz;-2.356.229.383.646.230;-4.665.025.656.494.100;Android;Samsung Galaxy A52;Sim;21/07/2025;Desconto;409.52;outros;35;Masculino
(11) 96778-4983;22/07/2025;20:00:00;Metrô Brigadeiro;-23.570.051.835.537.900;-46.645.057.758.014.000;iPhone;iPhone 12;Sim;20/07/2025;Desconto;436.63;mercado express;53;Masculino
(11) 95614-2436;22/07/2025;17:15:00;MASP;-23.561.101.811.394.700;-4.665.579.230.779.740;Android;Samsung Galaxy A52;Sim;10/07/2025;Desconto;393.5;mercado express;59;Outro
(11) 92013-6513;22/07/2025;12:45:00;Metrô Trianon-Masp;-23.564.185.372.555.400;-46.656.233.019.612.900;Android;Realme C35;Sim;19/07/2025;Cashback;80.37;farmácia;41;Masculino
(11) 98595-9727;22/07/2025;13:30:00;Ponto de ônibus Augusta;-2.355.848.450.958.680;-4.665.897.237.698.160;Android;Samsung Galaxy A52;Sim;11/07/2025;Cashback;268.21;móveis;32;Outro
(11) 93448-1946;22/07/2025;18:30:00;Shopping Cidade São Paulo;-2.356.316.732.991.730;-4.665.279.477.030.580;iPhone;iPhone 11;Sim;17/07/2025;Cashback;289.2;móveis;41;Masculino
(11) 99276-4215;22/07/2025;08:30:00;Metrô Consolação;-23.555.935.777.859.600;-4.666.169.443.731.140;iPhone;iPhone 13;Sim;09/07/2025;Produto;279.82;farmácia;42;Outro
(11) 97670-1724;22/07/2025;18:00:00;Metrô Brigadeiro;-23.569.872.976.068.600;-4.664.478.850.400.550;Android;Realme C35;Sim;07/07/2025;Desconto;244.16;farmácia;47;Feminino
(11) 92618-4169;22/07/2025;07:15:00;Ponto de ônibus Pamplona;-23.567.464.312.295.700;-4.664.838.637.961.630;Android;Samsung S21;Sim;05/07/2025;Cashback;315.17;móveis;18;Feminino
(11) 97769-1546;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.170.405.243.300;-4.665.649.668.820.740;Android;Realme C35;Sim;10/07/2025;Produto;183.98;esportivo;42;Feminino
(11) 96685-5927;22/07/2025;14:00:00;Ponto de ônibus Augusta;-23.558.707.008.625.200;-4.665.899.999.034.650;Android;Samsung Galaxy A52;Sim;12/07/2025;Desconto;75.86;restaurante;53;Outro
(31) 96353-3981;22/07/2025;12:15:00;Shopping Cidade São Paulo;-2.356.301.716.868.540;-46.652.307.491.852.700;Android;Realme C35;Sim;18/07/2025;Cashback;382.51;vestuário;38;Masculino
(11) 91706-9984;22/07/2025;12:15:00;Metrô Consolação;-2.355.585.227.284.520;-4.666.153.316.575;Android;Motorola G60;Sim;06/07/2025;Desconto;456.51;esportivo;48;Masculino
(11) 91769-5853;22/07/2025;15:45:00;Ponto de ônibus Augusta;-2.355.862.620.599.290;-4.665.879.367.253.800;Android;Samsung S21;Sim;08/07/2025;Produto;242.81;vestuário;64;Feminino
(11) 99077-8880;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.174.352.651.800;-4.664.986.213.496.820;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Produto;473.19;móveis;48;Outro
(11) 95889-3467;22/07/2025;22:00:00;Esquina Rua da Paz;-23.562.676.511.368.200;-4.664.987.469.391.220;Android;Samsung S21;Sim;01/07/2025;Produto;487.07;restaurante;24;Masculino
(31) 99443-1468;22/07/2025;07:45:00;Shopping Cidade São Paulo;-23.563.048.497.336.200;-4.665.199.600.005.370;Android;Realme C35;Sim;18/07/2025;Desconto;57.61;restaurante;54;Outro
(11) 91354-4437;22/07/2025;11:00:00;Metrô Brigadeiro;-23.569.868.973.973.200;-4.664.542.768.873.460;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;30.88;eletrodoméstico;16;Masculino
(11) 97884-7500;22/07/2025;14:00:00;Shopping Cidade São Paulo;-23.563.350.242.430.800;-4.665.234.017.448.100;iPhone;iPhone 12;Sim;24/06/2025;Desconto;55.54;outros;24;Masculino
(11) 94630-9104;22/07/2025;08:45:00;Esquina Rua da Paz;-2.356.249.709.415.840;-4.664.983.857.703.640;iPhone;iPhone 11;Sim;17/07/2025;Produto;227.28;restaurante;16;Outro
(11) 94754-7350;22/07/2025;13:30:00;Esquina Rua da Paz;-23.562.519.000.093.400;-4.665.010.779.840.650;Android;Motorola G60;Sim;26/06/2025;Desconto;69.35;outros;39;Outro
(11) 98618-8872;22/07/2025;18:30:00;Esquina Av. Consolação;-23.557.464.606.678.000;-46.659.948.401.339.400;Android;Samsung Galaxy A52;Sim;18/07/2025;Cashback;219.63;restaurante;43;Feminino
(21) 96438-1932;22/07/2025;12:00:00;Ponto de ônibus Pamplona;-23.567.800.760.070.800;-4.664.876.628.719.300;Android;Samsung S21;Sim;14/07/2025;Cashback;399.41;restaurante;23;Masculino
(11) 98478-1169;22/07/2025;17:30:00;Metrô Consolação;-2.355.566.317.611.850;-46.661.296.032.283.800;Android;Realme C35;Sim;10/07/2025;Cashback;241.55;mercado express;46;Masculino
(11) 94774-6743;22/07/2025;17:30:00;Metrô Brigadeiro;-23.569.459.556.812.700;-466.449.225.889.172;iPhone;iPhone 11;Sim;14/07/2025;Desconto;12.08;móveis;67;Outro
(11) 93538-3914;22/07/2025;17:45:00;Metrô Brigadeiro;-2.356.997.943.583.780;-46.645.164.183.728.000;Android;Samsung S21;Sim;10/07/2025;Cashback;39.93;farmácia;45;Masculino
(11) 95385-8958;22/07/2025;08:30:00;Shopping Cidade São Paulo;-235.628.603.611.936;-4.665.200.614.977.640;iPhone;iPhone 14 Pro;Sim;05/07/2025;Produto;119.22;esportivo;51;Outro
(11) 93855-4462;22/07/2025;20:45:00;MASP;-23.561.228.635.297.600;-4.665.586.824.693.430;Android;Samsung Galaxy A52;Sim;09/07/2025;Desconto;282.43;móveis;16;Outro
(31) 98297-1661;22/07/2025;13:30:00;Metrô Brigadeiro;-23.570.045.598.476.100;-4.664.511.162.710.010;iPhone;iPhone 13;Sim;16/07/2025;Produto;173.41;farmácia;37;Outro
(11) 95193-3481;22/07/2025;09:30:00;Metrô Consolação;-23.555.967.890.169.200;-4.666.172.885.266.860;Android;Realme C35;Sim;08/07/2025;Cashback;401.78;restaurante;65;Feminino
(11) 95339-2197;22/07/2025;12:00:00;MASP;-23.561.564.010.219.400;-4.665.595.216.106.940;Android;Realme C35;Sim;08/07/2025;Cashback;25.77;restaurante;23;Masculino
(11) 93524-3935;22/07/2025;12:45:00;Metrô Trianon-Masp;-2.356.378.517.586.620;-4.665.652.645.865.580;Android;Samsung Galaxy A52;Sim;24/06/2025;Desconto;489.47;restaurante;65;Outro
(11) 99053-2211;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.265.031.963.300;-46.656.639.114.852.000;Android;Motorola G60;Sim;19/07/2025;Produto;47.73;mercado express;59;Feminino
(11) 91234-7126;22/07/2025;08:15:00;Esquina Rua da Paz;-23.562.471.914.567.500;-46.649.846.908.173.200;iPhone;iPhone 12;Sim;27/06/2025;Desconto;489.26;vestuário;66;Outro
(11) 97632-7088;22/07/2025;13:15:00;Shopping Cidade São Paulo;-2.356.295.162.167.980;-46.652.148.378.073;Android;Samsung Galaxy A52;Sim;16/07/2025;Cashback;65.56;móveis;45;Masculino
(61) 97182-7619;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.639.291.128.200;-46.645.574.234.239.600;iPhone;iPhone SE;Sim;15/07/2025;Cashback;358.55;mercado express;27;Outro
(11) 91179-1389;22/07/2025;18:00:00;Metrô Trianon-Masp;-23.563.908.577.370.800;-4.665.681.359.535.290;Android;Xiaomi Redmi Note 11;Sim;07/07/2025;Produto;483.09;móveis;35;Masculino
(11) 96020-2097;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.572.183.956.100;-4.665.997.996.417.490;Android;Motorola G60;Sim;06/07/2025;Cashback;418.61;restaurante;20;Masculino
(11) 96743-8620;22/07/2025;07:30:00;Metrô Trianon-Masp;-23.564.163.084.460.100;-4.665.679.188.013.090;Android;Samsung S21;Sim;15/07/2025;Desconto;350.4;outros;44;Masculino
(11) 95569-8991;22/07/2025;18:45:00;Shopping Pátio Paulista;-23.570.477.243.746.900;-4.664.543.499.187.500;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Produto;180.55;esportivo;30;Outro
(11) 93869-4254;22/07/2025;15:00:00;Ponto de ônibus Augusta;-2.355.861.615.646.030;-4.665.914.981.105.410;Android;Realme C35;Sim;28/06/2025;Produto;216.23;mercado express;51;Masculino
(71) 91196-1079;22/07/2025;17:00:00;Metrô Consolação;-23.555.938.531.431.800;-4.666.163.614.918.340;Android;Realme C35;Sim;17/07/2025;Cashback;25.87;restaurante;25;Outro
(11) 93297-1394;22/07/2025;21:15:00;Ponto de ônibus Augusta;-23.558.231.190.438.800;-4.665.907.972.481.460;Android;Samsung S21;Sim;05/07/2025;Produto;320.47;vestuário;34;Feminino
(11) 99698-4890;22/07/2025;13:30:00;MASP;-2.356.144.215.889.720;-46.655.691.684.602.400;Android;Samsung S21;Sim;03/07/2025;Desconto;447.24;restaurante;62;Masculino
(11) 99355-1432;22/07/2025;18:00:00;Metrô Consolação;-2.355.560.655.617.320;-4.666.148.905.412.410;Android;Samsung S21;Sim;03/07/2025;Cashback;32.53;restaurante;53;Masculino
(11) 99710-9640;22/07/2025;13:15:00;Metrô Brigadeiro;-23.569.883.562.522.500;-4.664.491.379.536.130;Android;Realme C35;Sim;16/07/2025;Cashback;260.5;mercado express;29;Masculino
(11) 91340-4257;22/07/2025;16:45:00;Esquina Av. Consolação;-23.557.572.753.656.000;-4.665.983.991.295.630;Android;Samsung Galaxy A52;Sim;28/06/2025;Produto;48.03;esportivo;68;Masculino
(11) 93353-4256;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.287.039.232.900;-46.649.786.268.595.500;Android;Samsung S21;Sim;17/07/2025;Desconto;479;farmácia;51;Masculino
(11) 98143-6749;22/07/2025;13:30:00;Esquina Rua da Paz;-2.356.250.580.903.760;-4.664.998.126.963.460;Android;Realme C35;Sim;04/07/2025;Produto;422.1;esportivo;59;Feminino
(11) 93997-4942;22/07/2025;16:15:00;Metrô Consolação;-23.556.011.103.948.500;-4.666.171.199.620.210;Android;Motorola G60;Sim;14/07/2025;Desconto;121.62;esportivo;26;Masculino
(11) 93724-4226;22/07/2025;13:45:00;Metrô Brigadeiro;-23.569.695.976.700.400;-46.644.895.540.411.000;iPhone;iPhone 13;Sim;29/06/2025;Desconto;91.91;restaurante;35;Masculino
(11) 98034-8818;22/07/2025;08:45:00;Metrô Trianon-Masp;-23.564.351.402.515.100;-466.566.077.620.284;Android;Xiaomi Redmi Note 11;Sim;25/06/2025;Desconto;493.6;mercado express;35;Masculino
