celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(31) 97456-1725;22/07/2025;07:30:00;Ponto de Ônibus Pamplona;-2.356.720.646.410.240;-4.664.848.392.567.040;iPhone;iPhone 12;Sim;05/07/2025;Produto;320.97;farmácia;54;Outro;;
(11) 95613-2195;22/07/2025;12:45:00;Shopping Pátio Paulista;-2.357.083.359.235.450;-46.645.531.019.576.400;Android;Realme C35;Não;;;;;16;Outro;;
(11) 91452-6009;22/07/2025;07:00:00;Shopping Cidade São Paulo;-23.562.932.739.999.800;-466.523.460.624.285;Android;Realme C35;Não;;;;;57;Outro;;
(11) 93469-3892;22/07/2025;12:30:00;Esquina Rua da Paz;-23.562.152.097.792.500;-46.650.015.579.374.600;iPhone;iPhone 11;Não;;;;;60;Masculino;;
(11) 92102-6225;22/07/2025;07:30:00;MASP;-23.561.351.653.261.800;-4.665.561.944.083.640;Android;Realme C35;Sim;01/07/2025;Desconto;249.31;farmácia;25;Masculino;;
(11) 97459-7004;22/07/2025;07:30:00;Metrô Brigadeiro;-23.569.950.171.862.900;-46.644.982.935.364.800;iPhone;iPhone 13;Sim;04/07/2025;Desconto;478.15;mercado express;18;Masculino;;
(11) 95032-3128;22/07/2025;15:15:00;Esquina Rua da Paz;-23.562.838.549.090.700;-46.649.956.816.679.000;Android;Motorola G60;Sim;26/06/2025;Desconto;283.85;outros;37;Outro;;
(11) 91298-1535;22/07/2025;12:00:00;Ponto de Ônibus Pamplona;-2.356.753.297.734.660;-46.648.516.771.000.500;Android;Xiaomi Redmi Note 11;Sim;03/07/2025;Cashback;104.29;restaurante;23;Feminino;;
(11) 92398-9880;22/07/2025;07:00:00;Ponto de Ônibus Pamplona;-23.567.361.260.620.800;-46.648.697.503.291.700;Android;Motorola G60;Não;;;;;42;Masculino;;
(11) 94985-8500;22/07/2025;08:45:00;Metrô Brigadeiro;-23.569.871.870.748.900;-46.644.804.675.235.500;Android;Realme C35;Não;;;;;39;Masculino;;
(11) 96197-8490;22/07/2025;14:15:00;Ponto de Ônibus Pamplona;-23.567.212.241.553.800;-4.664.858.188.225.660;Android;Xiaomi Redmi Note 11;Não;;;;;51;Feminino;;
(11) 98951-2835;22/07/2025;06:30:00;Metrô Brigadeiro;-23.569.479.817.345.000;-46.644.660.401.918.400;Android;Realme C35;Sim;04/07/2025;Desconto;178.59;esportivo;34;Masculino;;
(11) 94908-6180;22/07/2025;13:15:00;Metrô Trianon-Masp;-23.564.184.491.557.900;-4.665.663.969.913.580;Android;Samsung Galaxy A52;Não;;;;;64;Feminino;;
(11) 95485-4336;22/07/2025;15:45:00;MASP;-23.561.287.105.695.300;-46.656.081.480.155.000;Android;Samsung S21;Sim;25/06/2025;Produto;21.4;eletrodoméstico;41;Outro;;
(11) 91301-7840;22/07/2025;07:30:00;Esquina Av. Consolação;-23.557.726.208.221.200;-4.665.994.038.652.860;iPhone;iPhone SE;Sim;30/06/2025;Cashback;313.89;eletrodoméstico;60;Outro;;
(11) 93550-7753;22/07/2025;06:45:00;Esquina Rua da Paz;-235.624.009.182.453;-46.650.034.213.677.900;Android;Xiaomi Redmi Note 11;Não;;;;;20;Feminino;;
(11) 94986-6989;22/07/2025;17:30:00;MASP;-23.561.615.268.101.200;-4.665.573.957.894.390;iPhone;iPhone 13;Não;;;;;65;Feminino;;
(11) 97860-8079;22/07/2025;17:00:00;MASP;-23.561.451.009.704.300;-4.665.585.832.493.530;Android;Realme C35;Sim;27/06/2025;Cashback;159;móveis;59;Outro;;
(11) 98391-1051;22/07/2025;06:45:00;Metrô Trianon-Masp;-2.356.428.050.111.980;-4.665.657.875.484.690;Android;Samsung Galaxy A52;Sim;18/07/2025;Produto;12.62;outros;57;Outro;;
(11) 98313-9626;22/07/2025;06:30:00;Esquina Rua da Paz;-23.562.480.709.360.300;-4.665.008.243.625.720;Android;Samsung Galaxy A52;Não;;;;;48;Feminino;;
(11) 95749-6029;22/07/2025;20:30:00;Esquina Av. Consolação;-23.557.854.396.391.800;-466.596.544.317.259;Android;Samsung S21;Sim;01/07/2025;Produto;480.83;mercado express;30;Feminino;;
(11) 91633-6227;22/07/2025;18:00:00;Metrô Brigadeiro;-23.570.004.695.316.600;-4.664.458.191.974.280;Android;Samsung S21;Sim;15/07/2025;Cashback;13.17;esportivo;36;Masculino;;
(11) 96285-7724;22/07/2025;07:30:00;Ponto de Ônibus Pamplona;-2.356.754.403.411.750;-46.648.312.153.910.400;Android;Xiaomi Redmi Note 11;Sim;16/07/2025;Cashback;430.51;vestuário;36;Feminino;;
(11) 95265-6333;22/07/2025;09:45:00;Esquina Rua da Paz;-2.356.235.184.088.830;-4.665.023.703.830.520;iPhone;iPhone 12;Sim;12/07/2025;Cashback;217.52;esportivo;35;Masculino;;
(11) 97276-6535;22/07/2025;17:15:00;Ponto de Ônibus Augusta;-2.355.815.997.675.850;-4.665.903.840.095.920;Android;Samsung S21;Não;;;;;55;Outro;;
(11) 91874-5656;22/07/2025;07:15:00;Esquina Av. Consolação;-2.355.731.904.187.350;-46.660.440.286.721.000;Android;Samsung Galaxy A52;Sim;14/07/2025;Desconto;346.18;vestuário;69;Masculino;;
(11) 91037-5544;22/07/2025;12:15:00;Esquina Av. Consolação;-23.557.598.472.949.500;-46.660.024.192.677.900;Android;Samsung S21;Sim;19/07/2025;Produto;37.47;outros;67;Masculino;;
(11) 98018-5268;22/07/2025;07:15:00;Shopping Cidade São Paulo;-23.562.991.116.223.900;-466.523.107.928.721;Android;Realme C35;Não;;;;;47;Masculino;;
(11) 94866-9132;22/07/2025;10:45:00;Shopping Pátio Paulista;-23.570.196.770.334.400;-46.646.001.675.440.100;Android;Realme C35;Sim;19/07/2025;Cashback;341.61;móveis;49;Outro;;
(11) 94703-2963;22/07/2025;10:00:00;Metrô Trianon-Masp;-23.564.254.275.183.900;-4.665.682.436.666.560;Android;Samsung S21;Sim;24/06/2025;Desconto;252.64;mercado express;41;Masculino;;
(11) 94959-9109;22/07/2025;08:30:00;Metrô Brigadeiro;-2.357.007.537.824.300;-466.450.482.672.243;Android;Samsung Galaxy A52;Não;;;;;27;Outro;;
(11) 95890-4984;22/07/2025;08:45:00;Ponto de Ônibus Augusta;-23.558.852.046.914.700;-4.665.927.326.784.130;Android;Motorola G60;Sim;23/06/2025;Desconto;246.63;esportivo;58;Feminino;;
(11) 94707-6036;22/07/2025;07:30:00;Metrô Trianon-Masp;-2.356.445.995.297.430;-4.665.652.123.212.410;Android;Samsung S21;Não;;;;;56;Masculino;;
(11) 94352-9741;22/07/2025;13:15:00;Esquina Av. Consolação;-23.557.667.324.669.200;-4.666.004.255.284.640;Android;Motorola G60;Sim;11/07/2025;Produto;237.54;restaurante;20;Masculino;;
(71) 92039-4774;22/07/2025;09:00:00;Ponto de Ônibus Pamplona;-23.567.429.073.734.000;-4.664.857.889.209.760;Android;Samsung Galaxy A52;Não;;;;;42;Outro;;
(11) 92609-8913;22/07/2025;21:15:00;Esquina Rua da Paz;-23.562.897.244.433.100;-466.498.605.403.009;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;378.87;vestuário;37;Outro;;
(11) 99615-8819;22/07/2025;09:15:00;Metrô Brigadeiro;-23.569.911.170.119.100;-466.446.278.538.076;Android;Samsung Galaxy A52;Não;;;;;45;Masculino;;
(11) 94082-3324;22/07/2025;21:45:00;Metrô Trianon-Masp;-2.356.406.873.688.610;-4.665.663.686.229.400;iPhone;iPhone 12;Sim;21/07/2025;Cashback;383.65;mercado express;58;Outro;;
(11) 99349-8641;22/07/2025;18:30:00;MASP;-2.356.151.590.831.050;-466.558.552.078.771;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Produto;369.9;eletrodoméstico;57;Feminino;;
(11) 97584-6416;22/07/2025;17:45:00;MASP;-2.356.121.881.770.350;-46.655.580.078.404.700;iPhone;iPhone 12;Não;;;;;20;Masculino;;
(11) 92279-3681;22/07/2025;15:45:00;Shopping Cidade São Paulo;-2.356.295.149.897.430;-46.652.777.864.086.100;Android;Realme C35;Sim;14/07/2025;Produto;56.95;móveis;32;Outro;;
(11) 92264-1889;22/07/2025;15:00:00;Metrô Consolação;-23.555.889.797.699.200;-46.661.827.075.543.700;iPhone;iPhone 11;Sim;03/07/2025;Desconto;471.49;esportivo;20;Feminino;;
(11) 97757-4949;22/07/2025;18:15:00;Esquina Av. Consolação;-23.557.388.166.278.100;-4.666.019.569.672.820;iPhone;iPhone 13;Não;;;;;38;Outro;;
(11) 92856-8715;22/07/2025;08:30:00;Shopping Cidade São Paulo;-23.563.145.258.271.500;-4.665.250.933.196.560;Android;Samsung Galaxy A52;Sim;30/06/2025;Produto;288.8;restaurante;31;Outro;;
(11) 93730-8369;22/07/2025;17:30:00;Metrô Consolação;-23.555.624.413.528.500;-4.666.149.608.200.820;iPhone;iPhone 14 Pro;Sim;04/07/2025;Produto;411.76;restaurante;49;Feminino;;
(11) 91311-3940;22/07/2025;17:45:00;MASP;-2.356.142.014.346.190;-46.655.714.918.739.600;iPhone;iPhone 13;Sim;01/07/2025;Produto;273.6;mercado express;47;Feminino;;
(11) 93987-2988;22/07/2025;17:45:00;Ponto de Ônibus Pamplona;-23.567.283.184.446.900;-46.648.493.024.816.400;Android;Xiaomi Redmi Note 11;Sim;22/06/2025;Produto;86.47;esportivo;18;Feminino;;
(11) 99570-3089;22/07/2025;08:15:00;MASP;-2.356.122.005.906.950;-4.665.558.887.537.180;Android;Samsung Galaxy A52;Não;;;;;63;Masculino;;
(11) 98290-1867;22/07/2025;17:45:00;Esquina Av. Consolação;-23.557.413.193.266.800;-4.666.003.759.822.070;Android;Samsung Galaxy A52;Não;;;;;69;Outro;;
(11) 99693-3588;22/07/2025;16:45:00;Metrô Brigadeiro;-2.356.965.090.715.740;-4.664.486.926.972.890;iPhone;iPhone 12;Não;;;;;22;Feminino;;
(11) 96265-1694;22/07/2025;11:45:00;Ponto de Ônibus Pamplona;-2.356.771.603.652.770;-4.664.861.991.352.940;iPhone;iPhone 11;Não;;;;;47;Feminino;;
(11) 92622-3390;22/07/2025;08:15:00;Esquina Rua da Paz;-23.562.233.439.990.300;-4.664.996.236.611.070;Android;Samsung Galaxy A52;Sim;13/07/2025;Desconto;16.35;esportivo;44;Masculino;;
(11) 97864-9254;22/07/2025;08:30:00;Metrô Brigadeiro;-23.569.749.510.812.800;-46.645.036.165.615.800;iPhone;iPhone 11;Não;;;;;25;Masculino;;
(11) 97189-5844;22/07/2025;17:45:00;Esquina Rua da Paz;-2.356.220.146.755.500;-466.501.687.097.863;Android;Realme C35;Sim;02/07/2025;Desconto;14.37;eletrodoméstico;55;Feminino;;
(11) 95422-5206;22/07/2025;07:30:00;Esquina Av. Consolação;-2.355.731.879.753.930;-4.665.980.486.546.470;Android;Xiaomi Redmi Note 11;Não;;;;;48;Masculino;;
(11) 95654-5777;22/07/2025;17:45:00;Shopping Cidade São Paulo;-23.562.885.076.109.500;-4.665.227.799.319.550;iPhone;iPhone 11;Sim;19/07/2025;Cashback;246.78;vestuário;44;Masculino;;
(11) 91748-7864;22/07/2025;18:00:00;Ponto de Ônibus Pamplona;-2.356.731.315.712.410;-46.648.338.784.984.900;Android;Samsung Galaxy A52;Não;;;;;33;Feminino;;
(11) 95064-5315;22/07/2025;07:15:00;Ponto de Ônibus Augusta;-2.355.854.777.631.660;-46.658.871.374.204.100;iPhone;iPhone SE;Sim;30/06/2025;Produto;437.22;farmácia;61;Feminino;;
(11) 91453-5793;22/07/2025;07:00:00;Metrô Trianon-Masp;-23.564.008.944.128.800;-466.563.671.115.284;iPhone;iPhone 14 Pro;Sim;26/06/2025;Produto;278.43;farmácia;19;Feminino;;
(41) 94823-7146;22/07/2025;21:45:00;MASP;-2.356.143.470.588.250;-46.655.718.540.656.700;iPhone;iPhone 13;Sim;20/07/2025;Produto;429.37;restaurante;48;Feminino;;
(11) 94878-7752;22/07/2025;18:00:00;Metrô Consolação;-2.355.562.739.075.530;-4.666.178.584.549.550;iPhone;iPhone SE;Sim;26/06/2025;Desconto;328.87;vestuário;26;Masculino;;
(11) 99089-3267;22/07/2025;11:45:00;Esquina Rua da Paz;-2.356.260.960.085.890;-4.665.019.096.960.350;Android;Samsung S21;Não;;;;;39;Outro;;
(11) 95888-4898;22/07/2025;06:45:00;Shopping Pátio Paulista;-2.357.046.567.986.870;-4.664.546.751.313.160;Android;Realme C35;Sim;16/07/2025;Cashback;219.76;outros;43;Feminino;;
(31) 99219-8668;22/07/2025;09:30:00;Shopping Cidade São Paulo;-23.563.049.647.254.800;-4.665.212.123.321.060;iPhone;iPhone 14 Pro;Sim;05/07/2025;Produto;403.38;móveis;57;Masculino;;
(11) 94039-7894;22/07/2025;14:45:00;Metrô Trianon-Masp;-23.563.963.526.021.200;-4.665.694.132.391.080;iPhone;iPhone 11;Não;;;;;69;Feminino;;
(11) 99506-2969;22/07/2025;13:00:00;Ponto de Ônibus Augusta;-23.558.464.405.707.700;-46.658.898.379.554.500;iPhone;iPhone 13;Sim;21/07/2025;Desconto;235.28;móveis;55;Outro;;
(11) 91657-8609;22/07/2025;18:00:00;Esquina Av. Consolação;-23.557.287.783.011.000;-4.665.990.502.555.030;Android;Realme C35;Sim;02/07/2025;Desconto;474.9;móveis;26;Masculino;;
(21) 99077-7880;22/07/2025;06:30:00;Metrô Consolação;-23.555.587.603.619.000;-4.666.149.475.443.860;iPhone;iPhone 14 Pro;Sim;18/07/2025;Desconto;281.93;esportivo;54;Outro;;
(11) 92670-5050;22/07/2025;08:45:00;Shopping Cidade São Paulo;-23.563.110.717.575.400;-46.652.674.572.487.700;Android;Samsung Galaxy A52;Não;;;;;32;Masculino;;
(11) 99293-3240;22/07/2025;13:45:00;Ponto de Ônibus Pamplona;-23.567.432.003.395.800;-4.664.832.182.952.660;Android;Samsung S21;Sim;27/06/2025;Desconto;163.18;vestuário;41;Feminino;;
(11) 93453-8724;22/07/2025;08:45:00;Ponto de Ônibus Augusta;-23.558.742.632.727.700;-4.665.918.946.306.840;Android;Motorola G60;Não;;;;;21;Masculino;;
(61) 91998-9784;22/07/2025;09:45:00;Metrô Brigadeiro;-235.696.856.524.433;-46.644.787.875.555.500;Android;Motorola G60;Não;;;;;67;Feminino;;
(31) 94000-8762;22/07/2025;18:00:00;Metrô Brigadeiro;-2.357.012.224.845.040;-4.664.500.790.019.460;Android;Samsung S21;Sim;01/07/2025;Cashback;256.34;restaurante;41;Masculino;;
(71) 94622-8662;22/07/2025;17:45:00;Ponto de Ônibus Augusta;-23.558.367.443.064.100;-4.665.907.169.309.810;iPhone;iPhone 14 Pro;Sim;05/07/2025;Desconto;406.31;restaurante;61;Feminino;;
(11) 94405-8836;22/07/2025;07:00:00;Shopping Pátio Paulista;-2.357.050.799.617.730;-4.664.607.734.133.680;iPhone;iPhone 12;Não;;;;;69;Outro;;
(11) 97424-5534;22/07/2025;07:45:00;MASP;-23.561.201.178.942.000;-4.665.601.388.306.000;Android;Samsung Galaxy A52;Sim;17/07/2025;Cashback;361.91;vestuário;63;Masculino;;
(11) 93987-4628;22/07/2025;18:45:00;Esquina Av. Consolação;-23.557.402.818.737.800;-466.600.890.087.511;Android;Samsung S21;Sim;30/06/2025;Produto;10.68;vestuário;37;Outro;;
(11) 96039-7519;22/07/2025;07:30:00;Ponto de Ônibus Augusta;-2.355.892.549.557.380;-46.659.341.425.136.500;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Produto;360.85;esportivo;23;Outro;;
(21) 95170-9379;22/07/2025;18:15:00;MASP;-2.356.143.603.130.030;-4.665.584.476.167.930;Android;Realme C35;Não;;;;;25;Feminino;;
(11) 97197-5047;22/07/2025;14:45:00;Esquina Rua da Paz;-23.562.398.008.244.700;-46.650.059.757.954;Android;Samsung S21;Sim;24/06/2025;Desconto;367.43;farmácia;59;Outro;;
(11) 97789-9889;22/07/2025;07:00:00;MASP;-2.356.176.557.861.300;-4.665.615.305.349.650;Android;Realme C35;Não;;;;;70;Feminino;;
(11) 92245-9761;22/07/2025;07:15:00;Metrô Consolação;-23.555.893.226.647.100;-4.666.164.847.584.680;Android;Xiaomi Redmi Note 11;Sim;27/06/2025;Desconto;278.94;farmácia;41;Outro;;
(11) 93630-9779;22/07/2025;19:00:00;Esquina Av. Consolação;-23.557.371.643.881.800;-46.660.043.803.121.700;Android;Xiaomi Redmi Note 11;Não;;;;;44;Feminino;;
(11) 97545-1698;22/07/2025;08:15:00;Esquina Rua da Paz;-23.562.683.165.585.100;-46.650.213.596.221.700;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Desconto;136.73;esportivo;50;Outro;;
(11) 92638-4265;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.444.359.131.900;-46.649.949.376.595.200;iPhone;iPhone 11;Não;;;;;42;Masculino;;
(11) 97254-6921;22/07/2025;13:00:00;Metrô Brigadeiro;-23.569.919.987.205.500;-4.664.510.950.201.860;iPhone;iPhone 12;Não;;;;;30;Masculino;;
(11) 91294-9454;22/07/2025;09:00:00;Ponto de Ônibus Pamplona;-2.356.754.803.059.210;-4.664.814.170.751.790;Android;Motorola G60;Não;;;;;55;Feminino;;
(11) 99196-9753;22/07/2025;18:45:00;Metrô Consolação;-23.555.949.964.337.800;-4.666.194.117.404.510;Android;Samsung S21;Sim;28/06/2025;Produto;246.74;esportivo;36;Masculino;;
(11) 96642-7114;22/07/2025;18:45:00;Shopping Cidade São Paulo;-2.356.323.990.391.020;-4.665.224.233.620.940;iPhone;iPhone 11;Sim;30/06/2025;Produto;462.27;móveis;47;Outro;;
(11) 97902-1152;22/07/2025;07:15:00;Metrô Consolação;-23.555.912.956.866.300;-4.666.144.385.221.350;iPhone;iPhone 13;Sim;08/07/2025;Desconto;124.98;mercado express;26;Masculino;;
(11) 91242-9605;22/07/2025;17:00:00;Metrô Trianon-Masp;-23.564.363.103.300.600;-466.567.229.080.517;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Desconto;334.36;esportivo;32;Feminino;;
(11) 93863-7323;22/07/2025;07:00:00;Shopping Pátio Paulista;-23.570.568.511.283.100;-4.664.560.511.016.830;Android;Samsung Galaxy A52;Sim;29/06/2025;Produto;430.01;eletrodoméstico;60;Feminino;;
(11) 96252-4755;22/07/2025;12:15:00;Esquina Av. Consolação;-23.557.513.163.534.800;-4.666.006.395.520.780;Android;Motorola G60;Sim;15/07/2025;Cashback;58.98;vestuário;65;Outro;;
(11) 92892-5470;22/07/2025;10:45:00;Esquina Av. Consolação;-2.355.767.753.939.650;-4.665.998.465.779.950;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Desconto;220.21;outros;38;Feminino;;
(11) 92450-8399;22/07/2025;12:15:00;Metrô Consolação;-2.355.604.531.768.720;-4.666.190.708.220.620;iPhone;iPhone 11;Sim;26/06/2025;Cashback;154.12;outros;21;Masculino;;
(11) 99732-9183;22/07/2025;13:30:00;Metrô Consolação;-23.555.976.246.437.200;-4.666.175.622.840.840;iPhone;iPhone 11;Sim;06/07/2025;Desconto;163.16;eletrodoméstico;48;Feminino;;
(41) 92367-1783;22/07/2025;13:30:00;MASP;-2.356.139.673.228.640;-4.665.554.324.633;Android;Realme C35;Sim;07/07/2025;Desconto;97.6;restaurante;69;Outro;;
(11) 92096-9607;22/07/2025;08:15:00;Metrô Consolação;-2.355.577.193.935.240;-4.666.158.833.044.370;iPhone;iPhone 14 Pro;Sim;30/06/2025;Desconto;150.63;eletrodoméstico;28;Outro;;
(11) 94576-4408;22/07/2025;07:45:00;MASP;-2.356.148.980.593.490;-4.665.580.187.651.240;Android;Samsung S21;Sim;08/07/2025;Produto;384.96;farmácia;66;Outro;;
(11) 96514-5181;22/07/2025;21:00:00;Ponto de Ônibus Augusta;-2.355.858.308.915.000;-4.665.920.195.215.870;Android;Samsung S21;Não;;;;;46;Masculino;;
(11) 93486-1376;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.628.712.998.200;-46.660.097.993.200.800;Android;Xiaomi Redmi Note 11;Não;;;;;21;Outro;;
(11) 96067-8237;22/07/2025;07:30:00;MASP;-2.356.118.035.170.640;-4.665.584.424.530.160;Android;Motorola G60;Não;;;;;19;Outro;;
(31) 98323-2442;22/07/2025;09:45:00;Metrô Consolação;-23.555.521.383.103.000;-46.661.684.123.747.600;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;106.89;mercado express;66;Masculino;;
(11) 94011-3480;22/07/2025;15:45:00;Ponto de Ônibus Pamplona;-23.567.409.771.499.100;-4.664.845.452.902.550;Android;Realme C35;Não;;;;;61;Feminino;;
(11) 95793-3446;22/07/2025;08:15:00;Metrô Consolação;-23.556.017.490.643.400;-4.666.152.802.510.420;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Desconto;335.54;restaurante;67;Outro;;
(11) 94157-8728;22/07/2025;21:30:00;Ponto de Ônibus Pamplona;-23.567.601.500.405.000;-4.664.839.641.107.370;Android;Samsung Galaxy A52;Não;;;;;28;Masculino;;
(11) 93791-5949;22/07/2025;08:45:00;Esquina Av. Consolação;-23.557.154.514.822.800;-4.666.010.775.773.580;iPhone;iPhone 11;Não;;;;;64;Masculino;;
(11) 92041-5386;22/07/2025;20:30:00;MASP;-23.561.483.157.441.300;-4.665.575.832.617.470;iPhone;iPhone 13;Sim;25/06/2025;Cashback;363.21;eletrodoméstico;48;Masculino;;
(11) 96500-6744;22/07/2025;16:15:00;Shopping Pátio Paulista;-2.357.047.914.833.080;-4.664.586.212.373.880;Android;Samsung S21;Não;;;;;45;Feminino;;
(61) 95187-7540;22/07/2025;08:15:00;Esquina Av. Consolação;-2.355.717.992.146.980;-46.660.243.184.201.900;iPhone;iPhone 13;Sim;29/06/2025;Cashback;316.88;mercado express;49;Outro;;
(11) 94018-5311;22/07/2025;17:45:00;Ponto de Ônibus Augusta;-2.355.850.479.019.080;-4.665.875.716.897.980;iPhone;iPhone SE;Sim;01/07/2025;Cashback;429.51;esportivo;24;Masculino;;
(11) 92968-3493;22/07/2025;15:00:00;Esquina Av. Consolação;-23.557.593.909.079.400;-4.665.981.843.331.050;Android;Samsung S21;Sim;08/07/2025;Produto;106;esportivo;57;Masculino;;
(11) 99400-5128;22/07/2025;12:30:00;Esquina Av. Consolação;-23.557.651.461.816.600;-4.666.002.843.158.700;Android;Motorola G60;Não;;;;;17;Outro;;
(11) 93228-8091;22/07/2025;17:00:00;MASP;-2.356.155.175.242.250;-4.665.567.467.741.310;Android;Samsung S21;Não;;;;;49;Feminino;;
(11) 93772-9603;22/07/2025;07:45:00;Metrô Consolação;-2.355.568.567.465.850;-46.661.707.949.057.200;iPhone;iPhone 12;Não;;;;;34;Masculino;;
(11) 93069-2274;22/07/2025;18:30:00;Ponto de Ônibus Pamplona;-23.567.579.192.023.300;-4.664.829.446.699.520;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Desconto;137.35;restaurante;31;Feminino;;
(11) 92799-9142;22/07/2025;19:45:00;Metrô Trianon-Masp;-23.563.904.457.317.800;-4.665.691.829.978.580;Android;Samsung Galaxy A52;Sim;18/07/2025;Produto;272.21;farmácia;20;Feminino;;
(11) 91353-4140;22/07/2025;07:15:00;Metrô Trianon-Masp;-2.356.404.893.111.630;-4.665.704.525.245.740;iPhone;iPhone 14 Pro;Não;;;;;22;Outro;;
(11) 93836-9704;22/07/2025;19:45:00;Metrô Trianon-Masp;-23.563.811.020.258.300;-4.665.636.203.698.530;Android;Realme C35;Não;;;;;69;Masculino;;
(11) 92729-8379;22/07/2025;17:30:00;Ponto de Ônibus Augusta;-23.558.691.211.509.600;-46.658.716.538.649.200;Android;Samsung Galaxy A52;Não;;;;;56;Feminino;;
(11) 95705-3789;22/07/2025;14:15:00;Ponto de Ônibus Pamplona;-23.567.743.066.682.600;-4.664.847.210.642.720;Android;Xiaomi Redmi Note 11;Não;;;;;46;Masculino;;
(11) 93054-5984;22/07/2025;17:45:00;Metrô Trianon-Masp;-23.564.005.251.972.200;-466.569.144.206.415;iPhone;iPhone 12;Não;;;;;35;Feminino;;
(11) 91037-6556;22/07/2025;14:15:00;Shopping Cidade São Paulo;-2.356.324.409.570.860;-46.652.225.210.069.800;iPhone;iPhone 13;Não;;;;;30;Masculino;;
(11) 98155-9484;22/07/2025;11:15:00;Ponto de Ônibus Pamplona;-23.567.892.172.116.800;-4.664.812.319.738.630;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Produto;149;eletrodoméstico;67;Feminino;;
(11) 94831-4204;22/07/2025;09:00:00;Esquina Av. Consolação;-23.557.487.159.816.700;-4.666.027.248.896.660;Android;Motorola G60;Sim;20/07/2025;Produto;474.19;vestuário;30;Feminino;;
(61) 98783-9996;22/07/2025;17:15:00;Ponto de Ônibus Augusta;-23.558.718.906.420.300;-46.658.799.066.542.600;Android;Motorola G60;Não;;;;;27;Outro;;
(11) 96265-6859;22/07/2025;07:00:00;Esquina Av. Consolação;-23.557.364.726.876.000;-4.665.991.209.434.490;Android;Realme C35;Sim;19/07/2025;Produto;350.17;restaurante;63;Masculino;;
(11) 91504-1677;22/07/2025;07:00:00;Ponto de Ônibus Augusta;-23.558.650.940.172.900;-46.658.988.376.236.000;Android;Motorola G60;Sim;13/07/2025;Desconto;262.91;restaurante;57;Masculino;;
(11) 97152-9564;22/07/2025;12:45:00;Shopping Pátio Paulista;-23.570.542.601.660.400;-4.664.560.453.411.510;Android;Xiaomi Redmi Note 11;Não;;;;;55;Masculino;;
(11) 94041-5846;22/07/2025;12:45:00;Shopping Cidade São Paulo;-2.356.290.762.832.990;-4.665.204.352.573.330;Android;Motorola G60;Sim;06/07/2025;Desconto;102.18;vestuário;31;Outro;;
(11) 96830-8415;22/07/2025;08:45:00;Esquina Rua da Paz;-23.562.684.564.710.800;-4.665.007.178.078.490;iPhone;iPhone 12;Não;;;;;19;Outro;;
(11) 91812-4409;22/07/2025;17:45:00;Shopping Cidade São Paulo;-23.562.983.275.835.000;-4.665.223.281.882.100;iPhone;iPhone 11;Não;;;;;17;Outro;;
(11) 96816-6427;22/07/2025;17:15:00;Esquina Rua da Paz;-23.561.841.841.307.200;-46.649.888.242.625.000;Android;Samsung S21;Sim;22/06/2025;Cashback;468.14;outros;58;Outro;;
(11) 99771-8336;22/07/2025;13:15:00;Metrô Consolação;-23.555.633.980.415.900;-4.666.145.543.733.940;iPhone;iPhone SE;Não;;;;;68;Feminino;;
(11) 99626-3855;22/07/2025;08:00:00;MASP;-23.561.527.230.523.800;-4.665.586.592.473.280;iPhone;iPhone 11;Sim;03/07/2025;Cashback;405.87;mercado express;53;Outro;;
(41) 96272-1913;22/07/2025;18:45:00;MASP;-2.356.156.359.193.540;-4.665.529.822.448.860;Android;Xiaomi Redmi Note 11;Não;;;;;45;Masculino;;
(21) 91149-5427;22/07/2025;20:45:00;Ponto de Ônibus Augusta;-23.558.865.351.512.100;-4.665.902.045.901.830;Android;Xiaomi Redmi Note 11;Sim;07/07/2025;Cashback;351.56;mercado express;70;Feminino;;
(11) 98909-4005;22/07/2025;08:15:00;Esquina Rua da Paz;-2.356.208.314.000.670;-46.650.174.884.057.100;iPhone;iPhone SE;Não;;;;;53;Masculino;;
(11) 93312-1384;22/07/2025;13:00:00;Ponto de Ônibus Pamplona;-23.567.143.703.402.300;-466.486.781.832.429;Android;Motorola G60;Sim;16/07/2025;Cashback;139.43;móveis;30;Feminino;;
(31) 99877-9894;22/07/2025;18:30:00;Ponto de Ônibus Augusta;-23.558.748.179.129.100;-4.665.867.668.380.490;iPhone;iPhone 13;Sim;29/06/2025;Produto;341.77;esportivo;45;Masculino;;
